TimestampAcc [ns]; AccX [m/s^2]; AccY [m/s^2]; AccZ [m/s^2]
6,82E+13;0.2052;-18.961;94.275
6,82E+13;-0.0356;-21.093;102.276
6,82E+13;0.5501;-17.907;91.077
6,82E+13;0.1872;-20.805;97.640
6,82E+13;0.0806;-20.733;99.413
6,82E+13;0.2256;-19.452;92.490
6,82E+13;-0.2380;-19.751;97.245
6,82E+13;0.2124;-19.404;96.718
6,82E+13;0.0483;-20.638;96.335
6,82E+13;0.3872;-19.128;91.771
6,82E+13;0.0926;-19.368;102.527
6,82E+13;0.2890;-19.763;91.795
6,82E+13;0.2208;-19.033;94.395
6,82E+13;0.2483;-20.709;94.323
6,82E+13;0.2735;-20.781;101.018
6,82E+13;-0.1230;-20.386;96.838
6,82E+13;0.3825;-17.164;89.699
6,82E+13;0.1022;-20.913;101.497
6,82E+13;0.2830;-18.649;93.245
6,82E+13;0.1537;-20.757;92.071
6,82E+13;0.2315;-18.170;101.401
6,82E+13;0.2854;-20.099;88.286
6,82E+13;-0.1026;-21.009;99.102
6,82E+13;0.0698;-19.284;95.173
6,82E+13;-0.0032;-18.925;98.407
6,82E+13;0.6951;-18.374;88.993
6,82E+13;0.2136;-20.853;101.485
6,82E+13;0.4136;-18.434;93.628
6,82E+13;0.3920;-18.937;92.550
6,82E+13;0.0962;-19.763;97.305
6,82E+13;0.0531;-19.979;92.179
6,82E+13;-0.1278;-18.949;92.586
6,82E+13;0.5633;-16.182;85.974
6,82E+13;0.3813;-23.237;100.299
6,82E+13;0.5669;-18.925;100.407
6,82E+13;0.1800;-20.254;92.814
6,82E+13;0.4160;-17.284;91.328
6,82E+13;0.1070;-21.141;94.670
6,82E+13;0.1513;-21.344;98.491
6,82E+13;0.2315;-19.620;95.892
6,82E+13;0.2902;-20.446;99.641
6,82E+13;0.3453;-20.398;101.605
6,82E+13;-0.0751;-21.656;92.849
6,82E+13;0.0459;-20.877;94.754
6,82E+13;0.1393;-21.165;94.850
6,82E+13;0.0483;-20.757;97.425
6,82E+13;0.1800;-18.961;96.838
6,82E+13;-0.0811;-21.560;94.574
6,82E+13;0.4388;-21.799;91.436
6,82E+13;0.3825;-23.752;95.341
6,82E+13;0.3633;-24.961;105.821
6,82E+13;-0.2032;-19.272;99.509
6,82E+13;0.1034;-18.889;87.867
6,82E+13;0.0938;-23.716;106.636
6,82E+13;0.1261;-22.458;109.762
6,82E+13;0.4555;-24.698;87.004
6,82E+13;0.1237;-20.829;112.936
6,82E+13;0.3214;-26.303;89.220
6,82E+13;0.2950;-25.980;103.354
6,82E+13;-0.2715;-22.818;95.473
6,82E+13;0.4891;-17.488;95.473
6,82E+13;0.0938;-20.602;102.683
6,82E+13;0.3908;-21.991;92.466
6,82E+13;0.2375;-23.153;96.071
6,82E+13;0.4280;-20.985;89.005
6,82E+13;0.3896;-23.165;96.970
6,82E+13;0.0902;-22.219;97.281
6,82E+13;0.0842;-21.308;84.777
6,82E+13;0.0555;-20.422;98.730
6,82E+13;0.3872;-19.200;86.226
6,82E+13;0.1022;-22.470;103.737
6,82E+13;0.1621;-21.260;83.303
6,82E+13;0.1201;-23.800;91.161
6,82E+13;-0.0667;-21.787;99.796
6,82E+13;0.0531;-21.045;85.028
6,82E+13;-0.1973;-22.818;101.749
6,82E+13;0.6747;-20.578;91.783
6,82E+13;0.1357;-25.369;101.641
6,82E+13;-0.2296;-21.153;101.533
6,82E+13;0.3681;-23.692;88.394
6,82E+13;-0.4907;-22.111;99.653
6,82E+13;0.1621;-21.081;90.502
6,82E+13;-0.0475;-21.644;101.964
6,82E+13;0.0734;-22.231;100.455
6,82E+13;0.4435;-21.105;94.586
6,82E+13;0.1237;-22.362;92.239
6,82E+13;0.1764;-23.788;100.934
6,82E+13;-0.4452;-23.872;100.467
6,82E+13;0.2615;-22.015;92.227
6,82E+13;0.1082;-21.775;105.462
6,82E+13;0.6508;-23.884;97.185
6,82E+13;0.0076;-23.404;105.522
6,82E+13;0.0279;-20.626;90.298
6,82E+13;0.0124;-22.973;95.365
6,82E+13;-0.2979;-21.572;103.653
6,82E+13;0.3801;-20.781;88.442
6,82E+13;0.0375;-20.470;99.569
6,82E+13;0.0878;-20.913;89.604
6,82E+13;-0.1014;-23.081;97.820
6,82E+13;-0.1122;-22.925;94.383
6,82E+13;-0.0703;-20.374;88.705
6,82E+13;-0.0966;-20.194;96.167
6,82E+13;0.5262;-20.997;93.460
6,82E+13;-0.0248;-22.638;102.288
6,82E+13;0.0423;-22.614;86.202
6,82E+13;0.0579;-22.111;97.617
6,82E+13;-0.2368;-23.093;96.850
6,82E+13;0.0471;-22.183;99.557
6,82E+13;-0.0559;-20.422;95.449
6,82E+13;0.2806;-22.422;94.359
6,82E+13;0.1561;-22.530;104.659
6,82E+13;0.1010;-24.171;91.101
6,82E+13;-0.1134;-19.979;94.011
6,82E+13;0.2208;-21.260;93.760
6,82E+13;0.3645;-19.344;91.280
6,82E+13;0.2064;-22.686;100.671
6,82E+13;0.3777;-20.985;86.693
6,82E+13;0.4220;-22.542;94.454
6,82E+13;0.1681;-22.841;94.862
6,82E+13;0.1872;-20.686;96.802
6,82E+13;0.2902;-22.291;92.933
6,82E+13;0.6184;-20.434;95.976
6,82E+13;0.4100;-22.662;93.508
6,82E+13;0.2986;-22.542;99.174
6,82E+13;0.1693;-23.057;93.041
6,82E+13;0.2783;-21.680;101.689
6,82E+13;0.3393;-21.811;88.969
6,82E+13;0.3034;-23.656;110.313
6,82E+13;0.5765;-23.596;93.868
6,82E+13;0.3214;-22.973;97.269
6,82E+13;0.2519;-21.919;97.772
6,82E+13;0.2279;-21.332;99.174
6,82E+13;0.1824;-22.578;96.311
6,82E+13;0.4783;-20.638;93.963
6,82E+13;0.5070;-23.153;97.437
6,82E+13;0.2818;-21.967;96.634
6,82E+13;0.1273;-21.955;93.508
6,82E+13;0.1453;-19.919;94.131
6,82E+13;0.5406;-21.907;92.730
6,82E+13;0.2327;-22.183;100.539
6,82E+13;0.3310;-22.853;91.520
6,82E+13;0.1417;-22.554;96.946
6,82E+13;0.3010;-21.464;93.364
6,82E+13;0.3789;-20.769;93.508
6,82E+13;0.1429;-22.015;103.234
6,82E+13;0.3729;-21.811;86.980
6,82E+13;0.3657;-25.081;103.965
6,82E+13;0.3537;-24.099;102.923
6,82E+13;-0.2464;-20.793;94.754
6,82E+13;0.2603;-21.332;92.957
6,82E+13;0.3813;-19.763;93.975
6,82E+13;0.2267;-23.045;94.670
6,82E+13;0.3154;-19.763;92.167
6,82E+13;-0.1458;-21.380;91.089
6,82E+13;0.4148;-21.668;95.053
6,82E+13;0.3034;-19.033;88.118
6,82E+13;0.2902;-22.003;92.885
6,82E+13;0.3046;-21.177;91.963
6,82E+13;-0.0667;-23.464;90.957
6,82E+13;0.0459;-20.877;98.850
6,82E+13;0.2555;-20.686;88.573
6,82E+13;0.3789;-22.135;103.354
6,82E+13;0.5825;-21.811;91.652
6,82E+13;0.3765;-23.009;94.323
6,82E+13;-0.0272;-21.368;95.892
6,82E+13;0.0112;-23.165;96.143
6,82E+13;-0.1026;-20.506;99.473
6,82E+13;0.8711;-21.500;90.190
6,82E+13;0.1501;-21.656;99.245
6,82E+13;-0.0200;-23.776;95.496
6,82E+13;0.2100;-21.440;94.993
6,82E+13;0.3597;-20.889;99.365
6,82E+13;0.7514;-20.793;91.484
6,82E+13;0.2627;-21.740;101.066
6,82E+13;-0.0847;-24.506;93.856
6,82E+13;0.0950;-19.847;96.323
6,82E+13;0.2567;-23.536;96.419
6,82E+13;0.5346;-20.626;103.114
6,82E+13;0.2447;-23.321;95.437
6,82E+13;0.1968;-23.045;93.868
6,82E+13;0.0327;-21.356;99.054
6,82E+13;0.1213;-20.997;96.850
6,82E+13;0.2926;-20.338;93.077
6,82E+13;0.2232;-22.171;93.017
6,82E+13;0.1896;-23.500;98.647
6,82E+13;-0.1194;-21.033;91.724
6,82E+13;-0.0751;-21.680;98.467
6,82E+13;0.3214;-19.787;95.101
6,82E+13;0.3537;-23.848;98.563
6,82E+13;0.1213;-21.033;94.574
6,82E+13;-0.1374;-23.872;93.317
6,82E+13;-0.2272;-22.973;103.450
6,82E+13;0.3956;-20.602;93.640
6,82E+13;0.4483;-20.877;97.113
6,82E+13;0.3429;-23.644;100.252
6,82E+13;-0.0727;-22.207;96.802
6,82E+13;0.2076;-22.159;92.370
6,82E+13;0.4603;-20.793;97.976
6,82E+13;-0.0451;-22.506;100.982
6,82E+13;0.6220;-21.213;92.215
6,82E+13;-0.2895;-22.051;97.628
6,82E+13;0.1082;-22.698;96.586
6,82E+13;0.1740;-21.704;98.084
6,82E+13;0.3980;-23.297;102.515
6,82E+13;0.2232;-20.458;93.364
6,82E+13;0.2639;-25.153;95.413
6,82E+13;0.0147;-19.835;102.312
6,82E+13;0.1058;-22.410;92.203
6,82E+13;-0.0128;-20.159;101.904
6,82E+13;0.2771;-21.847;85.759
6,82E+13;0.1645;-23.141;99.581
6,82E+13;-0.0475;-20.111;92.538
6,82E+13;0.3010;-20.662;87.088
6,82E+13;0.1956;-20.650;96.131
6,82E+13;0.2771;-21.105;89.053
6,82E+13;0.2016;-21.296;92.610
6,82E+13;-0.0308;-22.961;97.006
6,82E+13;0.2543;-19.332;94.023
6,82E+13;0.5202;-21.344;85.052
6,82E+13;0.0207;-22.470;93.820
6,82E+13;-0.0954;-22.470;97.892
6,82E+13;-0.0691;-22.362;96.047
6,82E+13;0.4364;-20.290;89.436
6,82E+13;0.4435;-23.069;105.174
6,82E+13;0.2483;-23.345;91.915
6,82E+13;-0.3110;-20.697;90.873
6,82E+13;-0.5458;-21.775;89.604
6,82E+13;0.6388;-21.117;98.994
6,82E+13;0.3022;-23.009;103.497
6,82E+13;0.2663;-22.506;94.622
6,82E+13;-0.3194;-22.841;93.556
6,82E+13;0.1657;-22.350;102.467
6,82E+13;0.1956;-21.763;96.515
6,82E+13;0.1776;-22.302;99.641
6,82E+13;0.0986;-22.434;95.425
6,82E+13;-0.1038;-24.087;100.096
6,82E+13;0.2004;-22.314;104.959
6,82E+13;0.3058;-20.697;94.778
6,82E+13;-0.0835;-22.841;99.485
6,82E+13;-0.1134;-22.255;95.880
6,82E+13;-0.1050;-22.806;99.150
6,82E+13;0.0147;-19.452;95.473
6,82E+13;0.4687;-20.350;85.579
6,82E+13;-0.2667;-23.201;102.791
6,82E+13;0.1968;-22.195;96.694
6,82E+13;0.0794;-20.841;91.783
6,82E+13;0.0495;-21.320;96.047
6,82E+13;0.1393;-22.913;94.814
6,82E+13;0.2818;-22.590;97.006
6,82E+13;-0.0044;-19.344;94.371
6,82E+13;0.2495;-21.284;90.322
6,82E+13;0.0519;-21.584;102.228
6,82E+13;0.1453;-23.704;87.555
6,82E+13;0.2244;-22.470;102.515
6,82E+13;0.2375;-19.655;93.305
6,82E+13;0.3034;-20.841;93.880
6,82E+13;0.0794;-24.818;103.665
6,82E+13;0.0507;-20.769;93.041
6,82E+13;0.2040;-21.907;89.843
6,82E+13;0.4220;-19.524;100.359
6,82E+13;0.4639;-21.883;90.155
6,82E+13;0.3190;-22.027;101.617
6,82E+13;-0.0008;-22.794;91.831
6,82E+13;-0.1517;-19.620;93.029
6,82E+13;0.2088;-22.578;100.611
6,82E+13;0.1729;-23.225;96.742
6,82E+13;0.2256;-23.333;97.149
6,82E+13;0.1705;-22.243;99.796
6,82E+13;0.0878;-20.542;98.682
6,82E+13;0.1070;-20.829;92.802
6,82E+13;0.0219;-21.823;91.053
6,82E+13;-0.0607;-21.991;98.167
6,82E+13;-0.1625;-20.817;94.634
6,82E+13;0.2651;-20.314;95.892
6,82E+13;0.0016;-23.356;97.605
6,82E+13;0.2830;-23.919;100.192
6,82E+13;0.0686;-19.524;95.017
6,82E+13;0.0255;-20.889;90.262
6,82E+13;0.1669;-20.410;94.419
6,82E+13;-0.0296;-22.051;98.371
6,82E+13;0.1321;-22.314;92.131
6,82E+13;0.2435;-19.284;89.041
6,82E+13;0.2615;-22.554;104.575
6,82E+13;0.2866;-20.925;96.263
6,82E+13;0.0663;-21.117;91.017
6,82E+13;0.0998;-23.213;97.772
6,82E+13;0.2471;-20.494;95.892
6,82E+13;0.0651;-23.884;97.221
6,82E+13;0.3357;-21.344;99.329
6,82E+13;-0.0212;-21.225;93.688
6,82E+13;0.2723;-21.368;93.077
6,82E+13;0.2519;-22.614;98.850
6,82E+13;-0.0919;-22.135;96.227
6,82E+13;-0.0104;-21.548;93.448
6,82E+13;0.3250;-19.512;90.622
6,82E+13;0.1393;-21.380;98.790
6,82E+13;0.1501;-22.434;90.693
6,82E+13;0.0663;-21.979;102.911
6,82E+13;0.2124;-20.877;89.077
6,82E+13;0.3333;-24.351;98.120
6,82E+13;0.1896;-20.614;109.498
6,82E+13;-0.0152;-23.416;84.321
6,82E+13;0.2339;-16.158;97.892
6,82E+13;0.4603;-23.285;85.843
6,82E+13;0.0483;-23.620;106.372
6,82E+13;0.1357;-20.566;88.442
6,82E+13;-0.0859;-21.560;95.580
6,82E+13;0.5621;-18.817;96.814
6,82E+13;0.1022;-22.710;96.443
6,82E+13;-0.3098;-24.411;91.232
6,82E+13;0.3525;-19.572;94.886
6,82E+13;0.5214;-21.943;98.371
6,82E+13;0.2064;-19.524;94.239
6,82E+13;-0.0511;-21.093;94.981
6,82E+13;0.1273;-22.506;91.915
6,82E+13;0.1273;-22.003;95.772
6,82E+13;0.2902;-22.542;101.078
6,82E+13;0.1537;-19.955;92.275
6,82E+13;0.1417;-21.847;96.395
6,82E+13;0.1357;-23.572;101.797
6,82E+13;0.3214;-22.099;98.299
6,82E+13;0.2806;-22.710;97.772
6,82E+13;0.2004;-20.518;97.904
6,82E+13;0.0878;-22.255;97.389
6,82E+13;0.1729;-23.297;102.192
6,82E+13;0.2375;-23.021;99.401
6,82E+13;-0.2284;-19.320;94.862
6,82E+13;0.1154;-22.662;96.203
6,82E+13;0.5837;-19.356;96.970
6,82E+13;0.3238;-22.183;89.855
6,82E+13;0.2842;-19.943;98.311
6,82E+13;0.3980;-20.853;89.604
6,82E+13;-0.3865;-20.087;101.797
6,82E+13;0.4304;-21.009;80.956
6,82E+13;-0.0308;-21.129;97.149
6,82E+13;0.2579;-21.392;97.089
6,82E+13;0.6052;-18.565;85.938
6,82E+13;-0.0739;-23.644;91.759
6,82E+13;-0.1326;-21.692;101.174
6,82E+13;0.2004;-21.632;93.041
6,82E+13;0.1321;-17.440;90.729
6,82E+13;0.1812;-25.273;90.418
6,82E+13;0.0806;-22.698;111.510
6,82E+13;-0.0547;-21.704;86.849
6,82E+13;-0.0032;-21.272;97.485
6,82E+13;0.0327;-20.111;99.473
6,82E+13;-0.0559;-24.662;96.107
6,82E+13;0.2735;-19.967;95.101
6,82E+13;0.3369;-21.524;93.305
6,82E+13;0.2040;-20.266;99.689
6,82E+13;0.1453;-19.596;91.197
6,82E+13;0.0507;-22.147;90.394
6,82E+13;0.3705;-20.278;94.359
6,82E+13;0.3010;-23.656;99.928
6,82E+13;0.5549;-20.709;100.144
6,82E+13;0.4974;-21.596;85.759
6,82E+13;0.2124;-23.524;103.629
6,82E+13;0.3920;-22.302;97.868
6,82E+13;0.1166;-20.721;90.729
6,82E+13;0.3477;-24.051;100.048
6,82E+13;0.6603;-22.027;102.060
6,82E+13;0.2267;-23.117;95.712
6,82E+13;0.4555;-21.117;102.096
6,82E+13;0.3609;-21.799;97.185
6,82E+13;0.2351;-22.410;98.108
6,82E+13;0.1178;-25.165;101.497
6,82E+13;0.3286;-20.398;103.473
6,82E+13;0.2447;-23.632;98.215
6,82E+13;0.4112;-20.446;101.066
6,82E+13;0.1417;-19.751;90.358
6,82E+13;0.3070;-23.860;99.569
6,82E+13;0.3765;-23.979;105.809
6,82E+13;-0.0595;-22.111;107.558
6,82E+13;-0.0715;-25.189;98.934
6,82E+13;0.6280;-22.758;109.127
6,82E+13;0.0028;-22.997;100.371
6,82E+13;0.4759;-24.866;104.791
6,82E+13;-0.1481;-17.547;97.664
6,82E+13;-0.2943;-23.009;94.718
6,82E+13;0.0028;-21.775;106.300
6,82E+13;-0.1002;-19.799;93.137
6,82E+13;0.3106;-19.021;98.072
6,82E+13;0.2543;-19.895;83.579
6,82E+13;-0.0978;-15.475;93.293
6,82E+13;0.0052;-21.045;79.339
6,82E+13;0.0710;-19.560;97.149
6,82E+13;0.3573;-20.147;83.495
6,82E+13;0.1860;-18.518;90.334
6,82E+13;0.5717;-15.523;73.841
6,82E+13;0.2890;-22.314;94.442
6,82E+13;0.2663;-19.152;91.376
6,82E+13;0.3693;-21.692;75.159
6,82E+13;0.3010;-19.500;99.006
6,82E+13;0.4064;-20.386;82.621
6,82E+13;0.1860;-16.625;86.238
6,82E+13;-0.2176;-20.614;80.129
6,82E+13;0.4088;-20.075;94.886
6,82E+13;-0.3290;-21.632;92.766
6,82E+13;-0.2571;-22.973;89.592
6,82E+13;0.4232;-19.667;101.629
6,82E+13;0.2279;-22.734;96.143
6,82E+13;-0.0571;-22.770;98.287
6,82E+13;-0.0787;-20.362;92.514
6,82E+13;-0.3410;-25.213;99.880
6,82E+13;0.2854;-22.806;110.864
6,82E+13;0.0866;-21.165;95.293
6,82E+13;0.1968;-23.668;101.773
6,82E+13;0.0854;-23.656;108.169
6,82E+13;0.2411;-23.249;104.336
6,82E+13;0.1249;-22.614;101.557
6,82E+13;0.2878;-21.871;95.329
6,82E+13;0.1944;-22.686;109.319
6,82E+13;-0.0248;-20.745;95.173
6,82E+13;0.1393;-16.865;82.681
6,82E+13;0.1285;-25.596;101.821
6,82E+13;0.0387;-19.284;108.648
6,82E+13;0.2543;-18.170;84.944
6,82E+13;-0.1122;-18.889;85.196
6,82E+13;0.1106;-21.883;96.982
6,82E+13;0.0854;-19.823;99.737
6,82E+13;-0.2979;-19.931;72.188
6,82E+13;-0.1529;-19.775;94.011
6,82E+13;0.3202;-22.674;102.779
6,82E+13;0.1705;-19.847;92.263
6,82E+13;0.5094;-20.075;87.256
6,82E+13;0.0387;-23.560;102.024
6,82E+13;0.1142;-23.907;98.371
6,82E+13;0.1585;-22.291;103.989
6,82E+13;0.1166;-19.631;94.311
6,82E+13;0.1609;-19.967;87.711
6,82E+13;-0.2691;-22.207;101.102
6,82E+13;-0.4260;-21.895;97.652
6,82E+13;-0.2392;-21.189;96.503
6,82E+13;-0.1194;-20.757;98.479
6,82E+13;-0.2727;-20.302;94.442
6,82E+13;-0.0356;-23.333;103.773
6,82E+13;-0.4524;-20.135;93.257
6,82E+13;-0.5446;-20.554;84.777
6,82E+13;-0.1170;-20.446;95.832
6,82E+13;-0.3937;-21.596;100.767
6,82E+13;-0.3542;-19.787;102.192
6,82E+13;0.1022;-18.554;75.710
6,82E+13;-0.3793;-24.614;105.677
6,82E+13;0.7142;-19.691;104.000
6,82E+13;-0.3937;-21.033;85.256
6,82E+13;-0.0176;-22.111;103.018
6,82E+13;-0.1302;-22.398;94.323
6,82E+13;0.2567;-21.979;101.904
6,82E+13;0.4184;-22.925;101.533
6,82E+13;0.2040;-20.290;94.419
6,82E+13;0.1860;-22.746;99.305
6,82E+13;0.3405;-20.051;96.503
6,82E+13;0.0890;-21.081;89.987
6,82E+13;0.2136;-20.913;103.138
6,82E+13;0.3417;-19.320;86.657
6,82E+13;0.2088;-21.225;92.502
6,82E+13;-0.0787;-21.440;101.857
6,82E+13;0.2064;-20.051;91.807
6,82E+13;0.0686;-21.847;94.742
6,82E+13;0.0327;-19.871;91.376
6,82E+13;-0.4224;-22.829;102.946
6,82E+13;-0.0284;-17.919;88.633
6,82E+13;-0.2835;-21.572;86.885
6,82E+13;-0.2260;-22.111;103.090
6,82E+13;0.0722;-21.368;96.035
6,82E+13;-0.3841;-20.554;96.503
6,82E+13;-0.5254;-23.261;90.993
6,82E+13;0.1249;-18.709;100.791
6,82E+13;-0.4943;-24.902;98.742
6,82E+13;-0.0607;-19.572;96.886
6,82E+13;-0.3446;-23.321;91.759
6,82E+13;-0.0056;-20.805;104.252
6,82E+13;0.0124;-19.943;94.658
6,82E+13;-0.3326;-19.116;93.101
6,82E+13;-0.0715;-21.236;82.944
6,82E+13;0.3513;-21.332;107.785
6,82E+13;-0.0751;-16.913;87.172
6,82E+13;-0.3458;-26.519;96.646
6,82E+13;0.2830;-21.740;116.349
6,82E+13;-0.5985;-23.237;89.196
6,82E+13;-0.3625;-20.566;91.843
6,82E+13;0.4879;-27.261;107.270
6,82E+13;0.7861;-15.727;108.863
6,82E+13;-0.6572;-27.249;79.423
6,82E+13;0.4447;-11.750;102.755
6,82E+13;-0.3613;-34.843;102.431
6,82E+13;-0.0619;-17.284;128.830
6,82E+13;0.1094;-16.302;47.371
6,82E+13;0.0100;-20.614;115.918
6,82E+13;-0.0248;-19.643;91.089
6,82E+13;-0.6201;-21.692;106.767
6,82E+13;0.6579;-12.996;68.882
6,82E+13;-0.1577;-20.829;83.279
6,82E+13;0.2028;-23.093;111.690
6,82E+13;-0.5889;-19.871;89.484
6,82E+13;-0.9015;-17.931;88.286
6,82E+13;0.4687;-22.949;79.303
6,82E+13;-0.8452;-17.272;104.468
6,82E+13;0.2531;-29.118;98.263
6,82E+13;-0.3578;-10.205;92.107
6,82E+13;0.8101;-24.315;59.768
6,82E+13;0.0315;-22.734;129.860
6,82E+13;-0.9267;-21.919;91.173
6,82E+13;0.0183;-14.685;82.597
6,82E+13;-0.0296;-27.165;92.957
6,82E+13;-0.7650;-24.446;120.649
6,82E+13;0.0651;-19.104;81.327
6,82E+13;-0.0547;-22.470;104.516
6,82E+13;-0.5039;-18.709;90.777
6,82E+13;-0.6787;-25.021;114.936
6,82E+13;0.3669;-20.135;92.191
6,82E+13;-0.8836;-22.806;92.310
6,82E+13;-0.3003;-19.356;113.247
6,82E+13;-0.0020;-18.601;84.142
6,82E+13;-0.8836;-23.177;110.349
6,82E+13;-0.0200;-22.602;99.317
6,82E+13;-0.3242;-21.931;99.389
6,82E+13;-0.6931;-23.620;103.078
6,82E+13;-0.2296;-20.721;101.617
6,82E+13;-0.1338;-19.919;94.466
6,82E+13;-0.2332;-21.919;96.802
6,82E+13;-0.4404;-18.542;87.016
6,82E+13;-0.0715;-21.704;97.257
6,82E+13;0.1609;-22.051;106.121
6,82E+13;-0.2871;-18.362;88.154
6,82E+13;-0.0523;-22.063;95.904
6,82E+13;-0.2284;-20.194;101.773
6,82E+13;-0.1350;-20.841;87.340
6,82E+13;0.2615;-20.709;97.209
6,82E+13;-0.3386;-19.620;93.927
6,82E+13;-0.0344;-24.626;95.868
6,82E+13;-0.1182;-16.769;98.371
6,82E+13;-0.5494;-21.608;80.405
6,82E+13;-0.0284;-16.625;101.940
6,82E+13;-0.1625;-18.733;80.321
6,82E+13;-0.2488;-20.877;97.928
6,82E+13;-0.2943;-18.482;88.250
6,82E+13;-0.0823;-20.781;83.699
6,82E+13;0.0136;-19.871;103.318
6,82E+13;-0.4105;-18.470;78.021
6,82E+13;-0.0883;-20.638;93.999
6,82E+13;-0.0044;-21.835;97.401
6,82E+13;-0.0248;-23.285;93.975
6,82E+13;0.2148;-20.338;102.994
6,82E+13;-0.2248;-21.524;90.166
6,82E+13;-0.2679;-24.303;102.851
6,82E+13;-0.3062;-17.392;99.018
6,82E+13;0.3573;-18.374;77.614
6,82E+13;-0.0332;-26.914;104.551
6,82E+13;-0.1182;-21.883;115.319
6,82E+13;-0.5817;-16.673;106.336
6,82E+13;-0.0559;-20.997;72.476
6,82E+13;-0.0835;-22.267;124.901
6,82E+13;-0.3242;-19.440;109.953
6,82E+13;-0.2883;-18.613;84.741
6,82E+13;0.4124;-20.003;89.448
6,82E+13;-0.5745;-23.069;118.266
6,82E+13;-0.5925;-17.559;120.254
6,82E+13;0.2411;-18.362;57.348
6,82E+13;-0.5973;-21.895;113.415
6,82E+13;-0.0356;-18.242;102.827
6,82E+13;-0.3865;-17.008;100.551
6,82E+13;-0.4212;-19.811;81.375
6,82E+13;0.3465;-16.374;97.820
6,82E+13;-0.2032;-20.027;98.874
6,82E+13;-0.5374;-17.643;94.347
6,82E+13;0.0627;-20.398;92.167
6,82E+13;-0.1577;-14.936;92.370
6,82E+13;0.0938;-20.865;92.155
6,82E+13;-0.0392;-18.242;97.880
6,82E+13;-0.7997;-17.284;88.933
6,82E+13;-0.1410;-19.979;85.304
6,82E+13;-0.3709;-17.643;106.408
6,82E+13;0.2603;-21.404;87.891
6,82E+13;-0.5314;-15.379;105.845
6,82E+13;0.1980;-22.195;70.164
6,82E+13;-0.3757;-17.116;124.674
6,82E+13;-0.3194;-19.811;77.219
6,82E+13;-0.0272;-19.991;101.533
6,82E+13;-0.4919;-21.416;98.287
6,82E+13;0.0124;-23.201;95.053
6,82E+13;-0.6871;-18.470;111.666
6,82E+13;-0.2559;-22.314;73.146
6,82E+13;-0.4033;-23.788;117.571
6,82E+13;-0.2116;-23.955;89.172
6,82E+13;-0.2512;-22.302;97.449
6,82E+13;-0.7410;-22.662;101.138
6,82E+13;-0.1026;-21.608;97.245
6,82E+13;-0.2583;-27.034;97.856
6,82E+13;-0.1002;-23.800;90.777
6,82E+13;-0.0439;-25.848;96.586
6,82E+13;-0.4632;-21.656;96.443
6,82E+13;-0.0751;-25.488;90.119
6,82E+13;-0.1422;-24.770;93.963
6,82E+13;0.5346;-24.446;98.503
6,82E+13;-0.0559;-26.938;94.838
6,82E+13;-0.4596;-23.943;99.760
6,82E+13;0.1836;-26.459;84.010
6,82E+13;-0.3374;-22.997;103.521
6,82E+13;0.6124;-26.662;89.172
6,82E+13;0.1908;-22.758;96.826
6,82E+13;-0.6189;-23.440;91.736
6,82E+13;-0.1469;-17.464;92.778
6,82E+13;-0.5099;-19.308;104.683
6,82E+13;-0.0403;-18.386;86.861
6,82E+13;0.3705;-15.571;93.353
6,82E+13;-0.0439;-23.488;88.046
6,82E+13;-0.4727;-19.116;99.006
6,82E+13;0.0591;-15.451;97.401
6,82E+13;0.1118;-16.218;93.089
6,82E+13;-0.2152;-21.248;96.622
6,82E+13;0.1980;-22.231;90.586
6,82E+13;-0.4308;-15.451;100.958
6,82E+13;0.0483;-16.961;90.310
6,82E+13;-0.1661;-19.584;96.503
6,82E+13;-0.3793;-28.950;97.078
6,82E+13;-0.0392;-28.219;98.371
6,82E+13;-0.7674;-20.913;105.270
6,82E+13;0.1118;-27.273;86.358
6,82E+13;-0.5254;-22.686;111.462
6,82E+13;-0.5901;-18.961;96.371
6,82E+13;0.2687;-16.972;102.240
6,82E+13;0.0255;-21.895;97.197
6,82E+13;-0.6668;-24.698;103.917
6,82E+13;-0.4093;-15.751;109.007
6,82E+13;-0.0212;-21.859;94.730
6,82E+13;0.0734;-22.973;96.347
6,82E+13;-0.4404;-27.812;85.819
6,82E+13;-0.2140;-23.380;109.570
6,82E+13;0.1693;-20.242;91.903
6,82E+13;-0.0296;-19.631;98.060
6,82E+13;-0.3985;-18.398;96.347
6,82E+13;-0.1002;-20.721;92.873
6,82E+13;0.2483;-15.595;104.048
6,82E+13;-0.1326;-21.476;87.484
6,82E+13;-0.3637;-20.626;102.815
6,82E+13;-0.1745;-23.380;86.669
6,82E+13;0.1405;-23.728;98.838
6,82E+13;0.1788;-23.081;89.855
6,82E+13;-0.2763;-19.883;97.425
6,82E+13;-0.0643;-15.619;95.532
6,82E+13;-0.0523;-21.380;92.849
6,82E+13;0.0495;-20.015;97.497
6,82E+13;-0.1565;-19.847;87.016
6,82E+13;-0.2667;-19.608;101.725
6,82E+13;0.1010;-21.740;89.208
6,82E+13;-0.0535;-24.518;96.479
6,82E+13;0.0052;-23.177;94.227
6,82E+13;0.1010;-19.751;95.125
6,82E+13;-0.1649;-18.889;100.755
6,82E+13;-0.3278;-19.452;90.598
6,82E+13;-0.4200;-22.171;98.311
