TimestampAcc [ns]; AccX [m/s^2]; AccY [m/s^2]; AccZ [m/s^2]
6,82E+13;13.119;-35.897;93.508
6,82E+13;14.197;-36.723;91.005
6,82E+13;12.784;-35.921;93.676
6,82E+13;12.508;-37.753;89.196
6,82E+13;12.724;-36.268;94.107
6,82E+13;10.580;-38.089;91.580
6,82E+13;11.083;-36.687;93.329
6,82E+13;10.592;-37.250;91.748
6,82E+13;0.9741;-38.652;95.676
6,82E+13;10.652;-37.155;91.628
6,82E+13;11.658;-38.460;91.532
6,82E+13;11.107;-36.268;94.299
6,82E+13;11.059;-39.969;92.143
6,82E+13;10.017;-34.915;92.622
6,82E+13;10.364;-37.706;89.855
6,82E+13;10.640;-37.143;92.778
6,82E+13;10.221;-36.460;91.304
6,82E+13;0.9741;-36.927;93.640
6,82E+13;0.9777;-36.005;90.047
6,82E+13;0.8568;-36.819;91.197
6,82E+13;10.676;-35.693;92.909
6,82E+13;0.9346;-37.322;93.077
6,82E+13;10.316;-36.184;92.370
6,82E+13;10.951;-36.963;92.897
6,82E+13;0.9071;-36.867;94.371
6,82E+13;0.9789;-37.466;92.155
6,82E+13;10.400;-36.675;92.251
6,82E+13;0.8855;-38.245;93.376
6,82E+13;0.9442;-36.436;93.856
6,82E+13;0.9382;-38.975;91.987
6,82E+13;0.9885;-37.394;95.556
6,82E+13;0.9670;-38.460;91.771
6,82E+13;0.8196;-37.035;94.778
6,82E+13;0.7741;-38.065;89.735
6,82E+13;0.6603;-38.292;94.179
6,82E+13;0.7023;-37.226;89.963
6,82E+13;0.7801;-37.706;93.149
6,82E+13;0.6927;-37.837;91.700
6,82E+13;0.6591;-38.233;92.730
6,82E+13;0.7442;-37.562;91.831
6,82E+13;0.6927;-38.640;93.963
6,82E+13;0.7298;-37.011;91.867
6,82E+13;0.8065;-37.825;92.742
6,82E+13;0.6472;-37.598;95.113
6,82E+13;0.8196;-37.202;91.017
6,82E+13;0.7945;-37.921;92.825
6,82E+13;0.8077;-37.670;93.305
6,82E+13;0.7274;-36.400;94.586
6,82E+13;0.7897;-35.166;92.490
6,82E+13;0.8975;-33.597;95.413
6,82E+13;0.9059;-30.687;94.802
6,82E+13;0.8819;-30.411;93.412
6,82E+13;0.9358;-29.106;93.951
6,82E+13;0.9981;-30.603;94.957
6,82E+13;10.077;-31.597;92.622
6,82E+13;11.394;-32.519;92.059
6,82E+13;10.197;-30.459;94.790
6,82E+13;13.083;-31.657;90.969
6,82E+13;13.886;-24.458;85.519
6,82E+13;15.383;-28.854;101.533
6,82E+13;15.359;-33.250;86.609
6,82E+13;15.419;-38.903;97.293
6,82E+13;15.131;-43.407;93.041
6,82E+13;15.131;-36.376;93.724
6,82E+13;18.940;-16.254;90.550
6,82E+13;19.479;-23.632;88.993
6,82E+13;16.413;-39.442;92.454
6,82E+13;16.521;-41.167;88.011
6,82E+13;20.090;-28.231;92.011
6,82E+13;20.342;-33.573;96.958
6,82E+13;21.024;-37.574;87.364
6,82E+13;21.994;-48.545;96.562
6,82E+13;24.246;-55.923;90.071
6,82E+13;10.053;-63.325;74.308
6,82E+13;0.4591;-70.656;82.441
6,82E+13;-0.9650;-90.514;73.338
6,82E+13;13.383;-76.788;61.888
6,82E+13;45.770;-59.720;82.501
6,82E+13;40.080;-57.959;92.346
6,82E+13;36.200;-77.782;96.610
6,82E+13;30.223;-80.717;88.034
6,82E+13;-10.273;-78.178;56.594
6,82E+13;-0.4069;-83.472;54.210
6,82E+13;32.595;-65.805;71.314
6,82E+13;42.284;-52.150;91.604
6,82E+13;34.104;-57.648;96.958
6,82E+13;28.366;-78.058;69.290
6,82E+13;25.660;-84.645;25.572
6,82E+13;0.5442;-78.992;45.586
6,82E+13;0.2615;-75.854;77.770
6,82E+13;52.489;-54.055;100.108
6,82E+13;76.300;-43.622;92.622
6,82E+13;73.066;-56.678;101.198
6,82E+13;48.812;-70.787;93.784
6,82E+13;-18.525;-83.555;51.024
6,82E+13;-55.045;-93.473;90.861
6,82E+13;-68.723;-80.825;129.021
6,82E+13;-59.572;-67.769;132.699
6,82E+13;-21.304;-55.792;143.251
6,82E+13;16.389;-44.137;136.004
6,82E+13;15.742;-33.585;113.307
6,82E+13;0.7897;-35.681;129.417
6,82E+13;-20.130;-35.490;151.012
6,82E+13;-21.891;-53.360;168.954
6,82E+13;-10.608;-44.006;124.302
6,82E+13;0.2998;11.199;70.559
6,82E+13;-0.0703;18.229;80.860
6,82E+13;-46.673;0.7414;99.317
6,82E+13;-78.317;0.9234;99.233
6,82E+13;-20.322;43.334;64.738
6,82E+13;48.704;69.313;32.483
6,82E+13;18.533;61.768;14.109
6,82E+13;-41.977;49.299;21.967
6,82E+13;-49.499;54.725;45.874
6,82E+13;25.576;68.738;49.179
6,82E+13;89.009;93.448;19.164
6,82E+13;62.778;74.787;0.5126
6,82E+13;27.947;71.517;20.553
6,82E+13;0.1729;53.180;44.904
6,82E+13;18.641;49.503;46.377
6,82E+13;84.792;68.930;0.5677
6,82E+13;108.999;68.415;-20.745
6,82E+13;38.380;58.653;22.518
6,82E+13;-31.305;34.219;74.260
6,82E+13;-58.578;18.601;108.253
6,82E+13;0.4304;33.549;52.677
6,82E+13;161.293;92.370;39.166
6,82E+13;210.951;129.848;36.627
6,82E+13;-83.803;-0.7271;162.283
6,82E+13;-0.0919;75.063;127.872
6,82E+13;-15.675;49.730;56.186
6,82E+13;29.852;58.210;59.624
6,82E+13;0.4088;61.241;44.832
6,82E+13;0.2938;79.890;41.502
6,82E+13;13.586;74.787;85.891
6,82E+13;0.3681;66.427;107.989
6,82E+13;16.090;73.781;87.879
6,82E+13;0.5885;78.464;101.761
6,82E+13;-0.4596;73.829;109.690
6,82E+13;-29.665;62.582;82.740
6,82E+13;-12.489;52.617;57.719
6,82E+13;-0.3697;36.291;52.473
6,82E+13;37.649;70.643;65.577
6,82E+13;39.985;92.849;37.897
6,82E+13;-37.570;44.748;23.104
6,82E+13;-28.000;67.169;31.022
6,82E+13;-12.273;54.006;42.424
6,82E+13;0.5190;45.442;92.766
6,82E+13;22.450;46.388;122.063
6,82E+13;34.403;47.143;130.099
6,82E+13;18.317;44.532;122.422
6,82E+13;0.6567;53.264;102.695
6,82E+13;-0.0978;69.529;80.884
6,82E+13;29.193;96.335;77.159
6,82E+13;48.261;107.845;93.460
6,82E+13;19.072;70.499;106.552
6,82E+13;0.0555;53.072;111.379
6,82E+13;-23.604;44.352;110.480
6,82E+13;-25.724;49.515;77.506
6,82E+13;-17.388;52.245;50.605
6,82E+13;-0.9147;55.875;41.023
6,82E+13;-0.4799;57.863;39.789
6,82E+13;-0.5326;60.234;37.394
6,82E+13;-0.0571;63.181;41.837
6,82E+13;15.467;65.612;60.331
6,82E+13;35.086;67.265;90.226
6,82E+13;31.217;64.391;104.336
6,82E+13;12.784;61.648;98.036
6,82E+13;-0.2308;63.253;87.615
6,82E+13;-12.117;63.624;83.124
6,82E+13;-17.687;67.086;78.728
6,82E+13;-16.980;67.074;71.038
6,82E+13;-0.9506;63.540;66.403
6,82E+13;0.6555;64.367;65.744
6,82E+13;16.928;62.031;69.757
6,82E+13;12.077;59.348;80.632
6,82E+13;0.3501;58.665;91.915
6,82E+13;0.2447;62.642;99.449
6,82E+13;0.3573;63.828;92.358
6,82E+13;0.7334;63.528;85.196
6,82E+13;13.898;63.097;82.369
6,82E+13;0.5861;61.097;65.804
6,82E+13;-27.329;60.510;73.158
6,82E+13;-13.375;66.451;82.824
6,82E+13;0.3130;63.912;74.871
6,82E+13;0.6160;62.319;63.301
6,82E+13;0.6292;65.073;62.594
6,82E+13;0.6100;62.594;58.714
6,82E+13;-0.4608;64.810;61.864
6,82E+13;-0.4464;66.750;65.445
